word,count
que,23
life,18
te,17
hace,17
falta,17
"""Â–""",16
night,15
free,13
el,13
vision,13
perfect,12
fall,12
gonna,11
generat,11
time,10
finger,9
alien,9
home,9
wild,9
wrap,8
para,8
stop,8
vino,8
babi,7
look,7
nobodi,6
last,6
todo,6
love,5
caus,5
girl,5
angel,5
por,5
otra,5
fight,5
nos,5
thing,4
turn,4
earth,4
worth,4
cuando,4
vos,4
call,4
dark,4
goe,4
import,4
few,4
youth,4
los,4
hay,4
bien,4
pa,4
pueblo,4
quiero,4
lado,4
amo,4
morir,4
decir,4
obey,4
feel,3
littl,3
play,3
anyth,3
darl,3
devil,3
hey,3
pleas,3
reason,3
rhyme,3
gentlemen,3
"""corazÃ³n""",3
historia,3
way,3
day,3
word,3
harvest,3
legion,3
lo,3
pay,3
captain,3
heart,2
soul,2
fire,2
use,2
real,2
ride,2
set,2
honey,2
rule,2
onli,2
blue,2
young,2
world,2
human,2
yo,2
una,2
vez,2
mano,2
ella,2
mejor,2
otro,2
volver,2
quiera,2
"""canciÃ³n""",2
doy,2
nueva,2
contar,2
despierto,2
mirando,2
hate,2
skin,2
light,2
music,2
sight,2
father,2
mountain,2
thunder,2
beast,2
electr,2
creep,2
creatur,2
eye,2
mind,2
big,2
truth,2
bar,2
cigarett,2
man,2
o,2
happi,2
lone,2
un,2
las,2
queda,2
misma,2
diga,2
arriba,2
anoth,2
boy,2
tire,2
tune,2
soldier,2
neighbor,2
general,2
wanna,1
break,1
move,1
sound,1
town,1
game,1
strong,1
great,1
cool,1
mad,1
desir,1
midnight,1
highway,1
celebr,1
face,1
name,1
same,1
shine,1
sea,1
air,1
ring,1
gold,1
band,1
master,1
destini,1
knowledg,1
consid,1
hypnot,1
servant,1
colleg,1
realli,1
question,1
person,1
support,1
notion,1
vida,1
noch,1
mundo,1
cielo,1
esa,1
ese,1
boca,1
herida,1
distancia,1
thought,1
own,1
dead,1
someon,1
part,1
els,1
lot,1
anymor,1
wife,1
tough,1
friend,1
care,1
put,1
danc,1
cut,1
hair,1
race,1
famili,1
cup,1
tea,1
relat,1
need,1
hand,1
show,1
other,1
rock,1
control,1
whole,1
lead,1
power,1
slow,1
brother,1
lip,1
brain,1
fate,1
wash,1
ear,1
shout,1
realiti,1
spell,1
nake,1
confess,1
explod,1
design,1
societi,1
behold,1
spare,1
corrupt,1
starv,1
model,1
brake,1
majesti,1
decad,1
start,1
star,1
rise,1
somebodi,1
drive,1
car,1
floor,1
stori,1
mile,1
ho,1
half,1
phone,1
guitar,1
style,1
suppos,1
anybodi,1
note,1
total,1
wreck,1
dope,1
zone,1
disast,1
blank,1
declar,1
file,1
chart,1
leav,1
fli,1
easi,1
woman,1
ladi,1
wing,1
guy,1
daddi,1
snow,1
mess,1
divin,1
feather,1
forti,1
tengo,1
uno,1
sale,1
buscando,1
"""tambiÃ©n""",1
viejo,1
vuelta,1
"""estÃ¡n""",1
muer,1
es,1
esta,1
"""dÃ­a""",1
"""sÃ³lo""",1
mentira,1
muert,1
"""algÃºn""",1
llora,1
mire,1
cambia,1
die,1
everi,1
side,1
roll,1
arm,1
war,1
citi,1
gun,1
hour,1
top,1
bell,1
whatev,1
battl,1
bow,1
noon,1
order,1
steadi,1
hum,1
tower,1
continu,1
jam,1
familiar,1
charg,1
terribl,1
mention,1
public,1
prophet,1
tattoo,1
stroke,1
increas,1
