word,count
que,218
love,173
time,146
nigga,133
yo,131
fuck,111
caus,108
life,107
wanna,105
way,104
shit,104
yeah,95
babi,93
whi,90
es,90
man,85
girl,83
feel,82
thing,81
el,79
em,78
night,72
look,71
te,70
live,69
bitch,69
por,67
put,66
need,65
call,64
un,63
day,62
niggaz,59
talk,59
yall,58
heart,57
gonna,57
tri,57
gotta,55
god,54
hope,51
hey,51
move,49
hit,49
befor,48
walk,47
chorus,47
face,47
daddi,47
die,46
stay,46
para,46
eye,45
ass,45
lord,45
fall,43
name,41
kill,41
hold,40
use,39
home,39
motherfuck,39
run,39
wait,39
wish,39
everybodi,38
believ,38
good,37
una,37
onli,36
everi,36
hand,35
pleas,35
forgiv,35
play,34
mind,34
mean,34
world,33
bad,33
same,33
turn,33
jingl,33
littl,32
kid,32
place,32
stop,32
hate,32
other,32
leav,32
ti,32
beauti,32
ima,31
fuckin,31
ride,30
end,30
insid,30
lo,30
head,30
bout,30
rock,30
bell,30
jump,29
dog,29
friend,29
start,29
street,29
gangsta,29
everyth,28
sin,28
"""dÃ­a""",28
lie,27
word,27
care,27
wrong,27
mine,27
watch,27
kind,27
arm,27
peopl,26
ladi,26
o,26
stand,26
noth,26
chang,26
music,26
livin,26
freez,26
side,26
light,25
mayb,25
hace,25
drop,25
becaus,25
soul,24
show,24
money,24
new,24
goe,24
rememb,24
nothin,24
pero,24
blood,24
cop,24
carri,24
break,23
game,23
men,23
perfect,23
readi,23
los,23
big,23
dream,22
realli,22
hoe,22
boy,22
pain,22
arriba,22
fire,21
high,21
son,21
goin,21
crazi,21
dead,21
block,21
easi,21
reach,21
bust,21
jam,21
real,20
roll,20
thought,20
plan,20
someth,20
true,20
bodi,20
warm,20
rat,20
cat,20
ye,20
sound,19
strong,19
onc,19
mr,19
open,19
anoth,19
free,19
chain,19
point,19
today,19
doe,19
help,19
ani,19
ha,19
fog,19
soy,19
paus,19
embrac,19
falta,19
own,18
star,18
gun,18
shot,18
door,18
faith,18
death,18
vez,18
shoot,18
low,18
cuz,18
wild,18
lee,18
ann,18
ball,17
pick,17
quiero,17
otro,17
sea,17
cuando,17
estoy,17
fli,17
steadi,17
last,16
tryin,16
reason,16
rest,16
touch,16
car,16
mess,16
gettin,16
hood,16
scream,16
seed,16
lil,16
snake,16
lock,16
dond,16
wit,16
"""Â–""",16
hot,15
shorti,15
hurt,15
vers,15
feet,15
ghetto,15
nobodi,15
earth,15
otra,15
tus,15
era,15
round,15
sinc,15
dos,15
somethin,15
tiempo,15
je,15
quier,15
war,15
vision,15
pound,14
shoe,14
mani,14
knee,14
finger,14
kick,14
fight,14
everyday,14
everyon,14
scare,14
promis,14
someon,14
year,14
todo,14
"""corazÃ³n""",14
ma,14
hell,14
stori,14
lean,14
saw,14
palabra,14
dio,14
m,14
click,14
set,13
beat,13
air,13
cut,13
sometim,13
blow,13
pull,13
phone,13
work,13
repeat,13
broken,13
heat,13
part,13
como,13
sign,13
til,13
black,13
diamond,13
plenti,13
cri,12
bar,12
g,12
wonder,12
crack,12
brick,12
dope,12
beef,12
blame,12
song,12
crawl,12
rain,12
n,12
truth,12
angel,12
2x,12
voic,12
afraid,12
rap,12
su,12
favor,12
danc,12
runnin,12
generat,12
pue,12
paper,12
mouth,12
cross,12
road,11
cold,11
line,11
pay,11
comin,11
dick,11
somebodi,11
