word,count
die,10
noth,9
everyth,9
turn,7
caus,7
end,6
world,6
ash,6
blood,6
kill,5
els,5
gonna,5
passion,5
crumbl,5
cri,4
sun,4
heaven,4
time,3
leav,3
someth,3
talk,3
scar,3
deserv,3
por,3
todo,3
red,3
fall,3
last,3
catch,3
ray,3
day,2
word,2
someon,2
bad,2
bitter,2
eye,2
sin,2
hell,2
buri,2
countri,2
revolut,2
aris,2
defens,2
stand,2
pain,2
slow,2
night,2
start,2
sky,2
open,2
death,2
angel,2
lip,2
flow,2
regret,2
murder,2
poison,2
blacken,2
onli,1
mind,1
chang,1
mistak,1
perdido,1
recogn,1
relat,1
wait,1
hate,1
pero,1
pride,1
grave,1
prison,1
man,1
hand,1
face,1
befor,1
god,1
soul,1
break,1
move,1
put,1
mean,1
fear,1
onc,1
matter,1
reach,1
promis,1
carri,1
answer,1
chain,1
mirror,1
ball,1
prayer,1
spread,1
gate,1
stronger,1
harder,1
idea,1
shatter,1
seal,1
scratch,1
bigger,1
drip,1
societi,1
inner,1
horror,1
fuel,1
shred,1
anguish,1
need,1
everi,1
anoth,1
sleep,1
cold,1
drop,1
wash,1
sympathi,1
