word,count
love,239
que,160
te,141
el,97
un,88
time,82
yo,80
way,80
girl,76
yeah,68
babi,68
face,61
quiero,60
day,59
pas,59
kick,58
je,58
ich,57
world,56
life,56
feel,56
man,52
wanna,52
head,52
gonna,52
boy,52
tumbl,51
onli,50
whi,49
caus,48
round,45
rock,45
thing,44
tanto,44
turn,42
lyric,42
show,41
need,36
die,36
fall,35
tri,34
stop,34
look,33
hand,33
shit,33
heart,33
es,32
light,31
lo,31
yea,30
wrong,30
talk,30
live,30
lie,30
fill,30
petit,30
god,29
nigga,29
woman,29
una,29
por,28
night,28
good,28
black,28
"""Ã """,28
comm,28
hold,27
insid,27
voic,27
toi,27
danc,26
va,26
white,25
free,25
wit,25
qui,25
cest,25
l,25
becaus,24
ma,24
du,24
peopl,24
une,24
ojo,23
eye,23
o,23
em,22
fuck,22
play,22
und,22
ne,22
mich,22
chorus,22
pass,22
dan,22
action,22
slap,22
fli,21
call,21
real,21
dream,21
touch,21
blame,21
last,21
vos,21
ell,21
revolut,21
hate,20
watch,20
home,20
start,20
littl,20
amo,20
los,19
stay,19
hell,19
wait,19
cri,19
tes,19
shine,18
nunca,18
para,18
togeth,18
lord,18
precious,18
quil,18
place,17
leav,17
chang,17
sex,17
rap,17
siempr,17
solo,17
tomorrow,17
everybodi,17
mind,16
run,16
use,16
readi,16
yall,16
rememb,16
desd,16
rain,16
ass,16
sun,16
wash,16
ce,16
rule,16
como,15
todo,15
someth,15
word,15
men,15
mean,15
noth,15
earth,15
move,15
summer,15
breez,15
befor,15
side,15
put,15
radio,15
hasta,15
sin,15
sur,15
ta,15
faut,15
part,15
nun,15
porqu,15
blow,15
kiss,14
bitch,14
ecstasi,14
stand,14
door,14
der,14
stone,14
other,14
street,14
ny,14
anymor,14
ha,14
bell,14
gotta,13
mani,13
chanc,13
anybodi,13
refus,13
sail,13
help,13
nicht,13
walk,13
children,13
tus,13
ti,13
rhyme,13
quon,13
est,13
"""Ã§a""",13
name,13
smile,13
friend,13
niggaz,13
il,13
cuando,12
ani,12
own,12
set,12
midnight,12
passion,12
everyth,12
work,12
child,12
noch,12
bin,12
pero,12
soul,12
whisper,12
rise,12
parti,12
gettin,12
rest,12
decir,12
nena,12
hair,12
fuckin,12
cuz,12
yeux,12
callin,12
lot,11
end,11
thought,11
sky,11
ooh,11
kind,11
dark,11
break,11
auf,11
dir,11
"""asÃ­""",11
new,11
ground,11
goe,11
els,11
gusta,11
anoth,11
alma,11
wish,11
ton,11
open,11
gun,11
big,11
gloria,11
dicen,11
realli,10
drink,10
blue,10
true,10
war,10
reason,10
promis,10
pay,10
fight,10
truth,10
peac,10
hey,10
san,10
cielo,10
visto,10
cada,10
air,10
hit,10
great,10
cover,10
rendezv,10
matter,10
doe,10
shi,10
da,10
j,10
safe,10
ahora,10
cos,10
qu,10
digit,10
las,9
esta,9
old,9
wick,9
care,9
imagin,9
pain,9
wake,9
fake,9
pleas,9
wonder,9
dead,9
fear,9
wild,9
bear,9
dich,9
full,9
reign,9
beat,9
comin,9
anyth,9
princess,9
hurt,9
floor,9
anyon,9
nous,9
mother,9
sometim,9
generat,9
dun,9
sucker,9
share,9
fui,9
mr,9
demand,9
happi,9
slow,8
sinc,8
catch,8
act,8
hope,8
lock,8
key,8
line,8
guid,8
everyon,8
blind,8
den,8
dulc,8
pienso,8
same,8
high,8
funki,8
beauti,8
nos,8
par,8
ces,8
bout,8
ve,8
reach,8
song,8
bad,8
ride,8
cut,8
believ,8
taim,8
savoir,8
g,8
record,8
pleasur,8
cuenta,8
kinda,8
inch,8
ur,8
"""cÃ³mo""",8
voy,7
tan,7
young,7
smoke,7
spot,7
onc,7
veri,7
power,7
top,7
return,7
carri,7
fire,7
strong,7
playa,7
"""mÃ¡s""",7
brother,7
n,7
gift,7
dj,7
forev,7
ladi,7
ghetto,7
fi,7
kill,7
hay,7
mundo,7
cloud,7
rien,7
dont,7
goodby,7
bien,7
veux,7
lon,7
bonheur,7
gain,7
mad,7
road,7
trust,7
vida,7
everi,7
hoe,7
final,7
ten,7
"""corazÃ³n""",7
"""adiÃ³""",7
morir,7
hat,7
p,7
nut,7
lion,7
encor,7
tryin,7
mucho,7
im,7
estoy,7
vivir,7
dime,7
u,7
son,6
ser,6
hombr,6
agua,6
cold,6
year,6
crazi,6
drive,6
afraid,6
hot,6
wear,6
trick,6
chill,6
clear,6
death,6
sad,6
plan,6
evil,6
main,6
jump,6
search,6
nobodi,6
das,6
dem,6
mit,6
age,6
mar,6
mirar,6
sleep,6
saw,6
storm,6
someon,6
natur,6
cook,6
sick,6
jah,6
siento,6
dolor,6
car,6
tengo,6
morn,6
kid,6
escap,6
bodi,6
laugh,6
fair,6
ou,6
regard,6
quun,6
dune,6
quelqu,6
mistak,6
sweet,6
smell,6
"""mÃªme""",6
sont,6
"""lÃ """,6
land,6
step,6
pick,6
problem,6
david,6
horn,6
least,6
illus,6
ciel,6
hace,6
mano,6
second,6
flip,6
soft,6
gangsta,6
tiempo,6
jamai,6
smart,6
gent,6
cosa,6
vers,6
blanco,6
nur,6
sich,6
stadt,6
soy,6
"""tÃº""",6
fue,5
shake,5
whole,5
guy,5
cat,5
trip,5
cash,5
becom,5
answer,5
grand,5
confus,5
serv,5
trade,5
monkey,5
princ,5
fun,5
desir,5
crawl,5
drug,5
front,5
choos,5
feet,5
refrain,5
mir,5
mal,5
wenn,5
piel,5
red,5
tune,5
decid,5
doin,5
mouth,5
livin,5
rhythm,5
mic,5
dope,5
today,5
check,5
youth,5
judgement,5
ey,5
corazon,5
otro,5
pie,5
lone,5
puedo,5
pido,5
brain,5
crime,5
iron,5
ver,5
cabeza,5
sea,5
mes,5
tous,5
cett,5
point,5
crew,5
neck,5
vie,5
mari,5
perd,5
"""rÃªves""",5
receiv,5
rough,5
moon,5
wing,5
figur,5
knee,5
wast,5
track,5
bust,5
pump,5
proud,5
bas,5
sait,5
sest,5
game,5
dick,5
town,5
southern,5
flow,5
strength,5
quick,5
ses,5
rais,5
phone,5
funk,5
bull,5
doll,5
volver,5
ima,5
shout,5
minut,5
sa,5
vous,5
nest,5
pueda,5
sta,5
viel,5
ves,5
doy,5
drop,4
gold,4
heavi,4
block,4
stuff,4
toe,4
dough,4
chain,4
surviv,4
race,4
form,4
seed,4
birth,4
greed,4
handl,4
righteous,4
rapper,4
lead,4
deal,4
limit,4
cute,4
price,4
island,4
fool,4
fine,4
memori,4
heaven,4
broken,4
mess,4
wine,4
dein,4
von,4
hab,4
lieb,4
water,4
vez,4
queen,4
jack,4
walkin,4
fresh,4
low,4
worri,4
famili,4
cloth,4
outta,4
hurri,4
nah,4
fame,4
plant,4
hop,4
nuestro,4
paso,4
gana,4
folk,4
rug,4
mayb,4
futur,4
sens,4
boot,4
dio,4
bird,4
shot,4
delight,4
temp,4
peu,4
type,4
park,4
tip,4
sera,4
peut,4
feu,4
somebodi,4
jesus,4
wave,4
grace,4
honey,4
piec,4
dog,4
guess,4
train,4
outsid,4
insan,4
peel,4
river,4
pi,4
joint,4
somethin,4
nada,4
dale,4
order,4
human,4
everywher,4
punk,4
ad,4
cross,4
cool,4
prais,4
hip,4
meat,4
devil,4
nothin,4
green,4
dirti,4
shoot,4
heat,4
wife,4
su,4
rush,4
mine,4
lovin,4
quand,4
fait,4
wind,4
busi,4
mo,4
lamour,4
gen,4
drag,4
lotta,4
baila,4
altar,4
law,4
peter,4
trap,4
mientra,4
zone,4
communic,4
dice,4
ein,4
nach,4
hoy,4
min,4
fin,4
deja,4
