word,count
danc,25
day,19
yeah,17
feel,17
tom,16
ghost,15
american,15
blue,15
smooth,14
oper,14
circumst,13
onli,13
rememb,13
victim,12
night,11
wait,11
ooh,11
runnin,10
room,10
mayb,9
chanc,9
noth,8
fight,8
wonder,8
place,8
es,8
tiempo,8
nuestra,8
fi,8
use,8
insid,7
boy,7
way,7
beat,7
love,7
heart,7
sweet,7
bar,7
someon,7
look,7
clue,7
thing,6
gonna,6
man,6
head,6
girl,6
voy,6
tango,6
last,6
perfect,6
wild,6
stand,6
gotta,5
work,5
time,5
call,5
talk,5
show,5
free,5
water,5
die,4
play,4
mani,4
goin,4
life,4
money,4
crazi,4
need,4
eye,4
hold,4
anoth,4
start,4
high,4
coast,4
un,4
el,4
riot,4
white,4
foolish,4
cake,4
believ,4
word,4
leaf,4
demon,4
nobodi,4
twist,4
hot,4
pipe,4
turn,3
stop,3
peopl,3
year,3
son,3
game,3
knee,3
dress,3
poor,3
seventh,3
els,3
light,3
move,3
laugh,3
diamond,3
squad,3
cri,3
kill,3
new,3
pain,3
race,3
indian,3
tri,3
glad,3
caus,3
good,3
put,3
everytim,3
neck,3
piss,3
mind,2
hey,2
hope,2
wife,2
world,2
walk,2
empti,2
doin,2
ow,2
live,2
natur,2
leader,2
upsid,2
fall,2
face,2
sky,2
help,2
heaven,2
memori,2
space,2
key,2
ach,2
sale,2
male,2
languag,2
stake,2
rubi,2
chicago,2
western,2
que,2
yo,2
por,2
una,2
solo,2
ser,2
vez,2
soy,2
tengo,2
ver,2
puedo,2
cosa,2
vas,2
poco,2
hacer,2
art,2
favor,2
mil,2
nuevo,2
contra,2
viejo,2
dale,2
decirt,2
tree,2
top,2
histori,2
monkey,2
ancient,2
mama,2
ten,2
wine,2
school,2
bottl,2
pound,2
papa,2
plenti,2
uncl,2
cool,2
home,2
god,2
rock,2
death,2
sea,2
secret,2
flame,2
dig,2
queen,2
wound,2
brand,2
offer,2
belief,2
trash,2
grief,2
relief,2
befor,2
rain,2
fill,2
storm,2
forc,2
calm,2
tough,2
miracl,2
reli,2
wanna,2
young,2
somethin,2
sound,2
goe,2
doubt,2
news,2
telephon,2
frighten,2
fuss,2
effort,2
cryin,2
sayin,2
dyin,2
hand,1
run,1
sun,1
song,1
fear,1
town,1
gun,1
river,1
n,1
check,1
wheel,1
tale,1
singin,1
dreamin,1
cook,1
meal,1
atom,1
thirti,1
fuck,1
sleep,1
side,1
bad,1
big,1
ride,1
everybodi,1
roll,1
shit,1
drive,1
kid,1
fun,1
m,1
mad,1
whoa,1
mess,1
clean,1
yea,1
problem,1
rich,1
fat,1
p,1
frustrat,1
watchin,1
scrape,1
ground,1
plan,1
buri,1
babylon,1
organ,1
end,1
chang,1
cold,1
music,1
angel,1
citi,1
wast,1
lover,1
shadow,1
cross,1
lyric,1
somewher,1
joy,1
gold,1
desir,1
higher,1
chase,1
busi,1
case,1
john,1
box,1
doubl,1
extra,1
sentiment,1
height,1
readi,1
control,1
angri,1
steadi,1
war,1
whi,1
fool,1
reason,1
suppos,1
old,1
blood,1
touch,1
today,1
street,1
red,1
chain,1
grave,1
insan,1
truli,1
hurrican,1
genocid,1
lie,1
stay,1
break,1
doe,1
wish,1
smile,1
onc,1
togeth,1
hurt,1
strong,1
feet,1
stone,1
evil,1
strength,1
fake,1
heartach,1
loss,1
tragedi,1
3x,1
spite,1
round,1
part,1
main,1
folk,1
recal,1
hotel,1
hangin,1
babi,1
dream,1
dark,1
true,1
real,1
fli,1
earth,1
shake,1
worri,1
pick,1
catch,1
second,1
daddi,1
shout,1
paper,1
harder,1
hurri,1
groov,1
serious,1
convinc,1
somebodi,1
griev,1
untru,1
same,1
woman,1
hit,1
power,1
sinc,1
afraid,1
trust,1
